cycle,range_bin,doppler_bin,output_hex
3215555000,34,16,000efff1
3215565000,34,17,001cfff9
3215575000,34,18,ffbf007b
3215585000,34,19,fff1ff5c
3215595000,34,20,ff580012
3215605000,34,21,00510041
3215615000,34,22,00a7fe2f
3215625000,34,23,000801d3
3215635000,34,24,ff72ff03
3215645000,34,25,00200133
3215655000,34,26,008ffe55
3215665000,34,27,ff7301d2
3215675000,34,28,ff8cff82
3215685000,34,29,00ffff0b
3215695000,34,30,ffc700f1
3215705000,34,31,ffc8ff9f
3217585000,35,0,ffbbffc7
3217595000,35,1,ffc8ffb7
3217605000,35,2,0040004c
3217615000,35,3,00cb00b5
3217625000,35,4,fdbb0021
3217635000,35,5,01bdfeb8
3217645000,35,6,ffaf019d
3217655000,35,7,001ffe11
3217665000,35,8,ffc1005d
3217675000,35,9,0044013f
3217685000,35,10,00baff32
3217695000,35,11,feadff97
3217705000,35,12,012d007f
3217715000,35,13,ff6bfff2
3217725000,35,14,ff83ff71
3217735000,35,15,00a500b3
3219615000,35,16,0049fff5
3219625000,35,17,ffef001d
3219635000,35,18,ffccffc6
3219645000,35,19,00e20014
3219655000,35,20,fee9ff84
3219665000,35,21,01300144
3219675000,35,22,fea7ff96
3219685000,35,23,0069ffc8
3219695000,35,24,ffcb000f
3219705000,35,25,ffffff45
3219715000,35,26,005e00d4
3219725000,35,27,002cff20
3219735000,35,28,ff530190
3219745000,35,29,0016fe56
3219755000,35,30,00ff0118
3219765000,35,31,ff45ff78
3221645000,36,0,ffc7ffd2
3221655000,36,1,ffe0fffd
3221665000,36,2,005d0081
3221675000,36,3,ffa4fe8e
3221685000,36,4,005c014e
3221695000,36,5,0004ff97
3221705000,36,6,000a0097
3221715000,36,7,00890000
3221725000,36,8,feebff54
3221735000,36,9,008efff7
3221745000,36,10,ffc3ffb3
3221755000,36,11,fffaffe8
3221765000,36,12,001a0220
3221775000,36,13,ff66fdfd
3221785000,36,14,008e0011
3221795000,36,15,00210092
3223675000,36,16,00360015
3223685000,36,17,ffcfffd7
3223695000,36,18,00330092
3223705000,36,19,000cff94
3223715000,36,20,ffa1001c
3223725000,36,21,001aff69
3223735000,36,22,001d00ae
3223745000,36,23,000afff4
3223755000,36,24,0078ffc9
3223765000,36,25,ffadff87
3223775000,36,26,ff73012a
3223785000,36,27,00bcfed6
3223795000,36,28,ff7500e2
3223805000,36,29,001efee9
3223815000,36,30,00610132
3223825000,36,31,ff82ff4a
3225705000,37,0,0006ffc8
3225715000,37,1,ffe80022
3225725000,37,2,ffb8ff95
3225735000,37,3,0071007a
3225745000,37,4,ffdcffa3
3225755000,37,5,ff10007c
3225765000,37,6,0223fe20
3225775000,37,7,ff43023d
3225785000,37,8,ff4a0010
3225795000,37,9,00c2ff8e
3225805000,37,10,fe320017
3225815000,37,11,0161fe7e
3225825000,37,12,00880265
3225835000,37,13,fec6fe04
3225845000,37,14,009700c4
3225855000,37,15,0013002b
3227735000,37,16,fff7fffb
3227745000,37,17,0072001e
3227755000,37,18,ff49ffc7
3227765000,37,19,00950103
3227775000,37,20,fea6fe65
3227785000,37,21,01960044
3227795000,37,22,ff4600a2
3227805000,37,23,ff99ff61
3227815000,37,24,01850031
3227825000,37,25,ff7e0040
3227835000,37,26,ff0f0061
3227845000,37,27,01b9ff39
3227855000,37,28,fe12006f
3227865000,37,29,0076002e
3227875000,37,30,00e6fffe
3227885000,37,31,ff55ffeb
3229765000,38,0,ffdcffe1
3229775000,38,1,ffabfff7
3229785000,38,2,00810028
3229795000,38,3,ffeeff48
3229805000,38,4,003c0002
3229815000,38,5,fff10182
3229825000,38,6,fe75fe71
3229835000,38,7,03590009
3229845000,38,8,fbfe0191
3229855000,38,9,0159febf
3229865000,38,10,00510020
3229875000,38,11,00080088
3229885000,38,12,0032ffec
3229895000,38,13,ffd3ff54
3229905000,38,14,ffe1006f
3229915000,38,15,00790013
3231795000,38,16,fff9000d
3231805000,38,17,0043ffd4
3231815000,38,18,ffde008d
3231825000,38,19,ff52ff87
3231835000,38,20,0048ff92
3231845000,38,21,00fa00f5
3231855000,38,22,ffc1ff81
3231865000,38,23,ff8a00cb
3231875000,38,24,ff07ff6b
3231885000,38,25,0167ff00
3231895000,38,26,005000c3
3231905000,38,27,ff18008f
3231915000,38,28,0100ffe2
3231925000,38,29,ffb0ffbf
3231935000,38,30,0019008b
3231945000,38,31,ff98ffaf
3233825000,39,0,ffcf0005
3233835000,39,1,0005ff9a
3233845000,39,2,ffca007b
3233855000,39,3,006fff2a
3233865000,39,4,00040118
3233875000,39,5,ff390041
3233885000,39,6,0110fe25
3233895000,39,7,ffe7019d
3233905000,39,8,ff2b0103
3233915000,39,9,0021fd8e
3233925000,39,10,00e60183
3233935000,39,11,ff4d0016
3233945000,39,12,0022ff4c
3233955000,39,13,00050043
3233965000,39,14,ffe0ff39
3233975000,39,15,003900af
3235855000,39,16,0032fff4
3235865000,39,17,ffc00043
3235875000,39,18,0017ff50
3235885000,39,19,00b200e0
3235895000,39,20,fe9fff55
3235905000,39,21,01890067
3235915000,39,22,ffdbfff6
3235925000,39,23,ff09fe38
3235935000,39,24,0126019e
3235945000,39,25,0038ff39
3235955000,39,26,0079011a
3235965000,39,27,ff02ffd2
3235975000,39,28,0045ff81
3235985000,39,29,003f0039
3235995000,39,30,ffe90030
3236005000,39,31,ffd3ffc2
3237885000,40,0,ffecffea
3237895000,40,1,0010001c
3237905000,40,2,ff97ffd9
3237915000,40,3,0045ffdb
3237925000,40,4,00f1002a
3237935000,40,5,fe77ffc5
3237945000,40,6,0285ffef
3237955000,40,7,fd43fff0
3237965000,40,8,012000a2
3237975000,40,9,ff0cffd4
3237985000,40,10,00dbff57
3237995000,40,11,0049007b
3238005000,40,12,ff1b00b6
3238015000,40,13,008dff47
3238025000,40,14,ffb1ffcd
3238035000,40,15,004f0066
3239915000,40,16,0022ffe8
3239925000,40,17,ffc9008a
3239935000,40,18,0003ff42
3239945000,40,19,ffdd0018
3239955000,40,20,ffedffeb
3239965000,40,21,00220007
3239975000,40,22,ffc7006e
3239985000,40,23,ffe1fe45
3239995000,40,24,010401a6
3240005000,40,25,ff67fe82
3240015000,40,26,ff6d0030
3240025000,40,27,01930152
3240035000,40,28,fef1ff3f
3240045000,40,29,00d6ffd9
3240055000,40,30,ff7d00b8
3240065000,40,31,ffffff65
3241945000,41,0,001dffee
3241955000,41,1,ffc8ffa0
3241965000,41,2,ff87001e
3241975000,41,3,0204fff9
3241985000,41,4,fdf800d2
3241995000,41,5,0077ffab
3242005000,41,6,ffd4ff2f
3242015000,41,7,fef5ff9c
3242025000,41,8,016500e0
3242035000,41,9,ff3200b2
3242045000,41,10,0153fe9e
3242055000,41,11,ff6c00f3
3242065000,41,12,ffba0000
3242075000,41,13,00670003
3242085000,41,14,ffc6ff65
3242095000,41,15,001b0088
3243975000,41,16,0002000c
3243985000,41,17,002fff94
3243995000,41,18,003c0070
3244005000,41,19,ff62007b
3244015000,41,20,fef9ffb3
3244025000,41,21,01fffefa
3244035000,41,22,ff8300d4
3244045000,41,23,fef20031
3244055000,41,24,01eefee4
3244065000,41,25,fe3300ea
3244075000,41,26,01b6ffac
3244085000,41,27,ff220129
3244095000,41,28,001bfead
3244105000,41,29,ffb700e0
3244115000,41,30,00c7ffe8
3244125000,41,31,ff72fffb
3246005000,42,0,ffb5fff2
3246015000,42,1,00540048
3246025000,42,2,ff86ffb7
3246035000,42,3,ffd7ffd7
3246045000,42,4,010efffe
3246055000,42,5,ff87019c
3246065000,42,6,ffa1fe59
3246075000,42,7,ff1e011e
3246085000,42,8,022dfe14
3246095000,42,9,fd800134
3246105000,42,10,0248ffc9
3246115000,42,11,ff510103
3246125000,42,12,ff3cfe4c
3246135000,42,13,00fd010c
3246145000,42,14,ff3dffef
3246155000,42,15,008affcc
3248035000,42,16,001e0007
3248045000,42,17,ffecffe5
3248055000,42,18,004effb8
3248065000,42,19,ffec008f
3248075000,42,20,0056ff94
3248085000,42,21,ff43ffbb
3248095000,42,22,01410043
3248105000,42,23,fe5300e2
3248115000,42,24,017cfdd5
3248125000,42,25,002c023f
3248135000,42,26,ff02feb8
3248145000,42,27,00760119
3248155000,42,28,ffc8fee0
3248165000,42,29,00910099
3248175000,42,30,0077005d
3248185000,42,31,ff7fffde
3250065000,43,0,ffe6ffe1
3250075000,43,1,00590015
3250085000,43,2,ff7d0034
3250095000,43,3,ffc4ff57
3250105000,43,4,01270011
3250115000,43,5,fece00fa
3250125000,43,6,00b0fe48
3250135000,43,7,ff0a0173
3250145000,43,8,0204ff29
3250155000,43,9,fddd0115
3250165000,43,10,0059fff6
3250175000,43,11,00b8ffd3
3250185000,43,12,ff53ff29
3250195000,43,13,00d80058
3250205000,43,14,ff6e0052
3250215000,43,15,0046ffdf
3252095000,43,16,001e001b
3252105000,43,17,ffdf002d
3252115000,43,18,ff8cff5d
3252125000,43,19,0110008a
3252135000,43,20,ff28004a
3252145000,43,21,00e3ffe9
3252155000,43,22,ff91ffd5
3252165000,43,23,ff4c00b9
3252175000,43,24,00ccfeb7
3252185000,43,25,ffaf0153
3252195000,43,26,ff8c0031
3252205000,43,27,00c4ff42
3252215000,43,28,fff2006c
3252225000,43,29,ffcffffb
3252235000,43,30,fff300c5
3252245000,43,31,ffd0ff47
3254125000,44,0,ffe20004
3254135000,44,1,00380028
3254145000,44,2,fff2ffd9
3254155000,44,3,ff4affa3
3254165000,44,4,0123ff90
3254175000,44,5,ff9f0202
3254185000,44,6,fe51fe51
3254195000,44,7,01f700d2
3254205000,44,8,fed8ff74
3254215000,44,9,0022ff6c
3254225000,44,10,010201e9
3254235000,44,11,fffefddf
3254245000,44,12,ff3f0178
3254255000,44,13,007bff5a
3254265000,44,14,ffb7006d
3254275000,44,15,0035ffbc
3256155000,44,16,0009ffe0
3256165000,44,17,ff9e0046
3256175000,44,18,00b80012
3256185000,44,19,fedfff8c
3256195000,44,20,009cff60
3256205000,44,21,004a00ce
3256215000,44,22,00790046
3256225000,44,23,ff5fffba
3256235000,44,24,ff570038
3256245000,44,25,0224fe94
3256255000,44,26,fdea01b0
3256265000,44,27,0049fee2
3256275000,44,28,014c0048
3256285000,44,29,ffa00060
3256295000,44,30,ffcd0028
3256305000,44,31,ffedffe0
3258185000,45,0,0031001a
3258195000,45,1,ff8efff2
3258205000,45,2,003a0062
3258215000,45,3,fff3ff1b
3258225000,45,4,0089007a
3258235000,45,5,fe6dff9d
3258245000,45,6,00dc00fa
3258255000,45,7,fff3fee2
3258265000,45,8,001501b6
3258275000,45,9,feb8fe42
3258285000,45,10,023affd8
3258295000,45,11,ff050121
3258305000,45,12,00adffda
3258315000,45,13,ffc10027
3258325000,45,14,ff7cffe8
3258335000,45,15,0059ffaa
3260215000,45,16,000dffec
3260225000,45,17,003d0005
3260235000,45,18,ffb50069
3260245000,45,19,ff7ffeff
3260255000,45,20,004a009c
3260265000,45,21,00b901d3
3260275000,45,22,fe39fc29
3260285000,45,23,021f0286
3260295000,45,24,fee3ff76
3260305000,45,25,0105ff25
3260315000,45,26,ffad0163
3260325000,45,27,ff63ff01
3260335000,45,28,013e0096
3260345000,45,29,ff51ffbb
3260355000,45,30,00ad0087
3260365000,45,31,ff63ffd2
3262245000,46,0,ffd50014
3262255000,46,1,ffbbffcb
3262265000,46,2,00d9005d
3262275000,46,3,fee7ff14
3262285000,46,4,017201df
3262295000,46,5,fe72feef
3262305000,46,6,0087ff0f
3262315000,46,7,00ae01ff
3262325000,46,8,fe11feb2
3262335000,46,9,0149ff5f
3262345000,46,10,00350135
3262355000,46,11,0033ff6e
3262365000,46,12,005c006b
3262375000,46,13,ff3aff9f
3262385000,46,14,ffdf001f
3262395000,46,15,0060fff7
3264275000,46,16,fff5003a
3264285000,46,17,005cff29
3264295000,46,18,ffe3010f
3264305000,46,19,feb7ff75
3264315000,46,20,01b7fecc
3264325000,46,21,ff39018f
3264335000,46,22,00a7fe0c
3264345000,46,23,ff38028a
3264355000,46,24,0095fdd2
3264365000,46,25,ffe00039
3264375000,46,26,007900f1
3264385000,46,27,ffd9ffbf
3264395000,46,28,008f0000
3264405000,46,29,ff83003f
3264415000,46,30,0065ffdc
3264425000,46,31,ffe8ffc2
3266305000,47,0,ffb7ffd5
3266315000,47,1,ffe4fff9
3266325000,47,2,00a20004
3266335000,47,3,fed4fff3
3266345000,47,4,00f8ffce
3266355000,47,5,fff0008d
3266365000,47,6,fe1dff73
3266375000,47,7,0294ff85
3266385000,47,8,feb70091
3266395000,47,9,ff3e0055
3266405000,47,10,01acffac
3266415000,47,11,ff5e0009
3266425000,47,12,00b60080
3266435000,47,13,ff7effd9
3266445000,47,14,ff01ff91
3266455000,47,15,01220063
3268335000,47,16,001cfff9
3268345000,47,17,fff3ffd0
3268355000,47,18,00a60059
3268365000,47,19,feb0000c
3268375000,47,20,0131ff84
3268385000,47,21,fed80082
3268395000,47,22,00f5ff34
3268405000,47,23,fefb0135
3268415000,47,24,007cfe6f
3268425000,47,25,0141017a
3268435000,47,26,fe5afff5
3268445000,47,27,00a0002e
3268455000,47,28,ff8bff98
3268465000,47,29,0020fffc
3268475000,47,30,00b700e2
3268485000,47,31,ff39ff81
3270365000,48,0,ffcbffc5
3270375000,48,1,002e0092
3270385000,48,2,ffbcff38
3270395000,48,3,00770062
3270405000,48,4,0002009e
3270415000,48,5,ff17feb8
3270425000,48,6,fff101b2
3270435000,48,7,007fff48
3270445000,48,8,006ffe29
3270455000,48,9,fef20188
3270465000,48,10,0136ff10
3270475000,48,11,ffab01f4
3270485000,48,12,00d0fe8c
3270495000,48,13,fe9d00de
3270505000,48,14,0081ff16
3270515000,48,15,001b008a
3272395000,48,16,00220015
3272405000,48,17,ff66ffbb
3272415000,48,18,011f0023
3272425000,48,19,ff5d0034
3272435000,48,20,ff9600a9
3272445000,48,21,ffbbfdf7
3272455000,48,22,01400012
3272465000,48,23,ff130249
3272475000,48,24,005cfe09
3272485000,48,25,ff94005d
3272495000,48,26,ffe1ffc3
3272505000,48,27,00d9007c
3272515000,48,28,00100019
3272525000,48,29,ff2fff89
3272535000,48,30,00540098
3272545000,48,31,002bff6f
3274425000,49,0,ffb8ffdb
3274435000,49,1,000fffdf
3274445000,49,2,00810007
3274455000,49,3,ff6d00b3
3274465000,49,4,ff61ffc0
3274475000,49,5,010dfef1
3274485000,49,6,fec6021d
3274495000,49,7,00b5fe8b
3274505000,49,8,ffb4ff93
3274515000,49,9,0101005d
3274525000,49,10,fecd006d
3274535000,49,11,00e5ff4b
3274545000,49,12,00f70166
3274555000,49,13,fe2ffec3
3274565000,49,14,00b8fffb
3274575000,49,15,001d0067
3276455000,49,16,fffbffe7
3276465000,49,17,0072ffd3
3276475000,49,18,ff8b0063
3276485000,49,19,0070ffb7
3276495000,49,20,fe070055
3276505000,49,21,02a9ff7c
3276515000,49,22,ffb0ffb7
3276525000,49,23,fd46009a
3276535000,49,24,0327fef9
3276545000,49,25,fee0011f
3276555000,49,26,fffd0043
3276565000,49,27,ff60ff8b
3276575000,49,28,0027000b
3276585000,49,29,fffdff7e
3276595000,49,30,0098003b
3276605000,49,31,ffd20010
3278485000,50,0,ffb2fff0
3278495000,50,1,00750035
3278505000,50,2,ff58ff8d
3278515000,50,3,005a0015
3278525000,50,4,00d800a0
3278535000,50,5,ff5eff07
3278545000,50,6,ffe101ff
3278555000,50,7,fd8fff08
3278565000,50,8,03c2fe52
3278575000,50,9,fd1b013d
3278585000,50,10,02240011
3278595000,50,11,ff00ffdd
3278605000,50,12,00dc008e
3278615000,50,13,ff5eff2b
3278625000,50,14,fff30033
3278635000,50,15,00530022
3280515000,50,16,fff50001
3280525000,50,17,fff6000a
3280535000,50,18,0051ffc6
3280545000,50,19,ffdd00a3
3280555000,50,20,feeaffa2
3280565000,50,21,00aafe82
3280575000,50,22,010400d2
3280585000,50,23,fd8f0135
3280595000,50,24,029bfd7f
3280605000,50,25,ff34025c
3280615000,50,26,ffedfdea
3280625000,50,27,fffd01d1
3280635000,50,28,003eff0a
3280645000,50,29,ffd80088
3280655000,50,30,002effe2
3280665000,50,31,0013ffc7
3282545000,51,0,ffb3ffe1
3282555000,51,1,0066ff67
3282565000,51,2,00230060
3282575000,51,3,ffb70110
3282585000,51,4,ff66febd
3282595000,51,5,00f10028
3282605000,51,6,ff48ff2b
3282615000,51,7,ffa101fe
3282625000,51,8,014bfd11
3282635000,51,9,fef60369
3282645000,51,10,ff3dfdc4
3282655000,51,11,0185005a
3282665000,51,12,ffe800c5
3282675000,51,13,ff83ff54
3282685000,51,14,fff4ffdd
3282695000,51,15,006b00ac
3284575000,51,16,fff9fff5
3284585000,51,17,ffd2004c
3284595000,51,18,fffcff0e
3284605000,51,19,006900b3
3284615000,51,20,ff74003c
3284625000,51,21,0074fea4
3284635000,51,22,004d01e5
3284645000,51,23,fd40ff26
3284655000,51,24,0283ff4f
3284665000,51,25,ffd2ffac
3284675000,51,26,00580162
3284685000,51,27,fe9d0075
3284695000,51,28,00dcfe48
3284705000,51,29,ff500168
3284715000,51,30,008bffd3
3284725000,51,31,ffbaffbe
3286605000,52,0,ffd9ffe7
3286615000,52,1,fff80010
3286625000,52,2,0009ffb9
3286635000,52,3,0032ff10
3286645000,52,4,005001a3
3286655000,52,5,ff9cffd6
3286665000,52,6,0015ff9a
3286675000,52,7,fe8a00d6
3286685000,52,8,023fff7b
3286695000,52,9,fe66ff30
3286705000,52,10,fff70153
3286715000,52,11,0142fe7c
3286725000,52,12,ff7400ef
3286735000,52,13,003effce
3286745000,52,14,ffa7ffae
3286755000,52,15,00320072
3288635000,52,16,001a0023
3288645000,52,17,ff97ffe3
3288655000,52,18,0075ffcb
3288665000,52,19,009c0010
3288675000,52,20,fe9700b8
3288685000,52,21,01d3fe1f
3288695000,52,22,fec80221
3288705000,52,23,ff37ff3a
3288715000,52,24,0246ffeb
3288725000,52,25,fde7ffbd
3288735000,52,26,00690061
3288745000,52,27,0012ffc4
3288755000,52,28,00a5ffa2
3288765000,52,29,0013ffed
3288775000,52,30,ffc6016b
3288785000,52,31,ffffff06
3290665000,53,0,fff3ffd8
3290675000,53,1,fffcffd5
3290685000,53,2,007300b9
3290695000,53,3,fec0ff08
3290705000,53,4,01de0038
3290715000,53,5,fe2c00c0
3290725000,53,6,00d8fed1
3290735000,53,7,ff44009f
3290745000,53,8,008b00a8
3290755000,53,9,ff7cff4d
3290765000,53,10,ffab0033
3290775000,53,11,0178fee0
3290785000,53,12,ffa8010c
3290795000,53,13,0078002e
3290805000,53,14,fef6ffe7
3290815000,53,15,00780001
3292695000,53,16,0005fffd
3292705000,53,17,003e0010
3292715000,53,18,ffcfffe1
3292725000,53,19,00500045
3292735000,53,20,fed40037
3292745000,53,21,0221ffba
3292755000,53,22,fd3a0080
3292765000,53,23,00dcfef1
3292775000,53,24,016b0065
3292785000,53,25,ff540050
3292795000,53,26,006f0039
3292805000,53,27,ff360061
3292815000,53,28,0070ff1b
3292825000,53,29,ffb500da
3292835000,53,30,009c005a
3292845000,53,31,ff6eff7d
3294725000,54,0,ffc7ffec
3294735000,54,1,fff1ff92
3294745000,54,2,00ec00bd
3294755000,54,3,feb5fec0
3294765000,54,4,022c0122
3294775000,54,5,fd6a0073
3294785000,54,6,0003fe9c
3294795000,54,7,01b4004c
3294805000,54,8,fee90142
3294815000,54,9,0067fe96
3294825000,54,10,feb8006d
3294835000,54,11,00ff001e
3294845000,54,12,003cffd0
3294855000,54,13,00120079
3294865000,54,14,ffc1ff5a
3294875000,54,15,00440082
3296755000,54,16,fff9004b
3296765000,54,17,0028ff5a
3296775000,54,18,000200f4
3296785000,54,19,ff87ff52
3296795000,54,20,005700e9
3296805000,54,21,ffeafefb
3296815000,54,22,ffc4ff47
3296825000,54,23,00510161
3296835000,54,24,0043fee7
3296845000,54,25,fffc00ae
3296855000,54,26,00780000
3296865000,54,27,ff37ffdc
3296875000,54,28,01cd0019
3296885000,54,29,fe9e0039
3296895000,54,30,006a0099
3296905000,54,31,ffadff4d
3298785000,55,0,ffe8ff9a
3298795000,55,1,ffc0ffd7
3298805000,55,2,00f80072
3298815000,55,3,fecc003e
3298825000,55,4,ffb2ffbd
3298835000,55,5,0125ff3b
3298845000,55,6,ffcc01b3
3298855000,55,7,ffeafdd0
3298865000,55,8,fffc029e
3298875000,55,9,0004ff31
3298885000,55,10,fe60fef8
3298895000,55,11,01ec006e
3298905000,55,12,0082ff9f
3298915000,55,13,fee30085
3298925000,55,14,006cfeff
3298935000,55,15,ffea010c
3300815000,55,16,fff30018
3300825000,55,17,0015ffb1
3300835000,55,18,00d2004b
3300845000,55,19,ff40007d
3300855000,55,20,ff96ffcb
3300865000,55,21,00caff6e
3300875000,55,22,ff93ffc4
3300885000,55,23,0099014e
3300895000,55,24,ff81ff3e
3300905000,55,25,010f00b1
3300915000,55,26,fe96001b
3300925000,55,27,008eff63
3300935000,55,28,004a00c7
3300945000,55,29,fefaff28
3300955000,55,30,011100e6
3300965000,55,31,ffa1ff42
3302845000,56,0,0001ffd6
3302855000,56,1,0028fff7
3302865000,56,2,ffbffffc
3302875000,56,3,01000055
3302885000,56,4,fdc9ffc9
3302895000,56,5,016d007a
3302905000,56,6,0012fea0
3302915000,56,7,00d60158
3302925000,56,8,fe530114
3302935000,56,9,0118fddd
3302945000,56,10,ff4301a6
3302955000,56,11,0034fe0d
3302965000,56,12,002b00e9
3302975000,56,13,003f004a
3302985000,56,14,0004ff42
3302995000,56,15,ffaa008e
3304875000,56,16,000a000b
3304885000,56,17,ffa0fff3
3304895000,56,18,009a0036
3304905000,56,19,fef1ff46
3304915000,56,20,00ea0040
3304925000,56,21,0082ff75
3304935000,56,22,00c3026e
3304945000,56,23,fcd9ff0d
3304955000,56,24,02bafe97
3304965000,56,25,ff020185
3304975000,56,26,feeeff22
3304985000,56,27,010100e2
3304995000,56,28,001eff46
3305005000,56,29,ffacfffb
3305015000,56,30,0029001a
3305025000,56,31,0025ffcb
3306905000,57,0,0000ffe4
3306915000,57,1,ffba0015
3306925000,57,2,ffebff48
3306935000,57,3,009e00f7
3306945000,57,4,fefd0047
3306955000,57,5,0140ffd4
3306965000,57,6,feaffdb8
3306975000,57,7,011d02c4
3306985000,57,8,0096ffaa
3306995000,57,9,fed60073
3307005000,57,10,ffc5ff32
3307015000,57,11,009eff83
3307025000,57,12,ff8dffdb
3307035000,57,13,00740050
3307045000,57,14,ffd9ffd6
3307055000,57,15,000b005e
3308935000,57,16,0013fff3
3308945000,57,17,0035ffdd
3308955000,57,18,0006ffdb
3308965000,57,19,002b00a8
3308975000,57,20,feb0ffc4
3308985000,57,21,020cffb2
3308995000,57,22,ff700021
3309005000,57,23,ff6b01e5
3309015000,57,24,ffe3fccf
3309025000,57,25,012901f1
3309035000,57,26,fe8a0067
3309045000,57,27,00e9ff02
3309055000,57,28,ffde006a
3309065000,57,29,ffa6ffec
3309075000,57,30,00e4004d
3309085000,57,31,ff69ffc5
3310965000,58,0,fff70026
3310975000,58,1,0023ffe4
3310985000,58,2,ffaa000d
3310995000,58,3,0013ffa7
3311005000,58,4,0080010f
3311015000,58,5,ff31fe58
3311025000,58,6,0146010d
3311035000,58,7,fe470034
3311045000,58,8,019fff42
3311055000,58,9,00190042
3311065000,58,10,ff180137
3311075000,58,11,fed9fe49
3311085000,58,12,018a010d
3311095000,58,13,ff57ff0a
3311105000,58,14,007000fb
3311115000,58,15,fff1ff84
3312995000,58,16,001d0022
3313005000,58,17,0020ffea
3313015000,58,18,ff7e004a
3313025000,58,19,00530028
3313035000,58,20,ff22fef6
3313045000,58,21,019afffd
3313055000,58,22,ff6f017e
3313065000,58,23,feecffd8
3313075000,58,24,0097ff20
3313085000,58,25,ffdc0158
3313095000,58,26,ffc8ff44
3313105000,58,27,001f0018
3313115000,58,28,ff96005c
3313125000,58,29,fffeff79
3313135000,58,30,00670080
3313145000,58,31,ffa6ff70
3315025000,59,0,ffceffde
3315035000,59,1,000dffe5
3315045000,59,2,0049ff84
3315055000,59,3,ff6101b8
3315065000,59,4,0058fe4c
3315075000,59,5,0035009d
3315085000,59,6,0002002f
3315095000,59,7,fe9efe71
3315105000,59,8,0292032e
3315115000,59,9,ff1dfe79
3315125000,59,10,fe8f0082
3315135000,59,11,0043fe42
3315145000,59,12,01ec0138
3315155000,59,13,fe49ff89
3315165000,59,14,0092ffc3
3315175000,59,15,00060089
3317055000,59,16,00110012
3317065000,59,17,fffc0025
3317075000,59,18,ffd8ff7b
3317085000,59,19,006000a4
3317095000,59,20,fec3ffb0
3317105000,59,21,0309fef1
3317115000,59,22,fdbb028b
3317125000,59,23,ff9efe56
3317135000,59,24,00bd003e
3317145000,59,25,ff94000f
3317155000,59,26,0050007d
3317165000,59,27,ffe0ffee
3317175000,59,28,004f0008
3317185000,59,29,fed7ff87
3317195000,59,30,010d009d
3317205000,59,31,ffc2ff64
3319085000,60,0,ffe5ffd8
3319095000,60,1,ffea0015
3319105000,60,2,004dffe5
3319115000,60,3,ff2aff6b
3319125000,60,4,0179fffa
3319135000,60,5,fee50156
3319145000,60,6,004affaa
3319155000,60,7,ffe5ff3e
3319165000,60,8,ff37fff4
3319175000,60,9,01c20055
3319185000,60,10,fec900d3
3319195000,60,11,ffaefed1
3319205000,60,12,009b00b6
3319215000,60,13,002f0004
3319225000,60,14,ffa0ff5a
3319235000,60,15,0053008a
3321115000,60,16,00000026
3321125000,60,17,ffc1ffd3
3321135000,60,18,00790062
3321145000,60,19,ff87002c
3321155000,60,20,ff7fff9e
3321165000,60,21,012fff79
3321175000,60,22,ff0c00a9
3321185000,60,23,0046000c
3321195000,60,24,0072ffc0
3321205000,60,25,0029ff31
3321215000,60,26,feab0170
